year,month,day,precipitation,temp_max,temp_min,humidity,wind_speed,wind_direction,date,temperature,temperature_kelvin,temp_range,latitude,longitude,station,elevation,season,is_monsoon_season,heat_index,precip_3day_sum,precip_7day_sum,precip_14day_sum,precip_3day_avg,precip_7day_avg,precip_max_3day,precip_max_7day,precip_lag1,precip_lag2,precip_lag3,is_rain,rain_streak,humidity_3day_avg,humidity_7day_avg,humidity_lag1,temp_3day_avg,temp_7day_avg,temp_humidity_interaction,humidity_precip_interaction,temp_precip_interaction,monsoon_precip_interaction,wind_rain_interaction,is_sw_monsoon_wind,saturation_risk,flood_risk_daily,flood_risk_cumulative,flood_risk_streak,risk_level,flood,flood_probability
2024,8,20,13.2,34.6,25.1,82.0,1.0,230.0,2024-08-20,29.85,303.0,9.5,14.645072,121.044282,Science Garden,42,wet,1,37.76596943270057,59.399999999999935,59.50000000000005,110.19999999999999,19.79999999999998,8.500000000000007,36.1,36.1,10.1,36.1,0.0,1,3,80.66666666666667,77.57142857142857,83.0,29.833333333333332,30.264285714285712,24.477000000000004,217.56584109779163,79.19927264352538,13.2,2.653241964607215,1,0,0,1,1,1,1,0.30000000000000004
2024,8,21,0.1,32.8,25.5,76.0,1.0,40.0,2024-08-21,29.15,302.29999999999995,7.299999999999997,14.645072,121.044282,Science Garden,42,wet,1,34.280174817140534,23.399999999999935,59.550000000000054,102.10000000000001,7.7999999999999785,8.507142857142865,13.2,36.1,13.2,10.1,36.1,0,0,80.33333333333333,77.0,82.0,29.416666666666668,30.12857142857143,22.154,7.2435736651286895,2.7782917412960697,0.1,0.09531017980432487,0,0,0,0,0,0,0,0.0
2024,8,22,0.0,34.4,25.5,79.0,1.0,20.0,2024-08-22,29.95,303.09999999999997,8.899999999999999,14.645072,121.044282,Science Garden,42,wet,1,37.235467397235766,13.299999999999935,59.550000000000054,86.7,4.433333333333311,8.507142857142865,13.2,36.1,0.1,13.2,10.1,0,0,79.0,77.28571428571429,76.0,29.650000000000002,30.064285714285713,23.6605,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0
2024,8,23,12.4,34.2,25.5,77.0,1.0,180.0,2024-08-23,29.85,303.0,8.700000000000003,14.645072,121.044282,Science Garden,42,wet,1,36.40691487226452,12.499999999999936,71.90000000000006,81.7,4.166666666666646,10.271428571428581,12.4,36.1,0.0,0.1,13.2,1,1,77.33333333333333,78.0,79.0,29.650000000000002,29.957142857142856,22.984500000000004,199.83461243567865,77.46835300266244,12.4,2.5952547069568657,1,0,0,0,0,0,0,0.0
2024,8,24,0.2,31.1,25.8,85.0,1.0,90.0,2024-08-24,28.450000000000003,301.59999999999997,5.300000000000001,14.645072,121.044282,Science Garden,42,wet,1,34.19673177489559,12.599999999999936,72.10000000000005,74.0,4.199999999999979,10.300000000000008,12.4,36.1,12.4,0.0,0.1,1,2,80.33333333333333,79.85714285714286,77.0,29.416666666666668,29.557142857142857,24.182500000000005,15.497332327486145,5.18704829078801,0.2,0.18232155679395465,0,0,0,0,0,0,0,0.0
2024,8,25,2.6,32.0,24.4,82.0,1.0,50.0,2024-08-25,28.2,301.34999999999997,7.600000000000001,14.645072,121.044282,Science Garden,42,wet,1,32.94253091043562,15.199999999999937,38.60000000000006,74.99999999999999,5.066666666666646,5.514285714285722,12.4,13.2,0.2,12.4,0.0,1,3,81.33333333333333,80.57142857142857,85.0,28.833333333333332,29.24285714285714,23.124000000000002,105.03657532788927,36.12233444203021,2.6,1.2809338454620642,0,0,0,0,1,1,1,0.1
2024,8,26,12.5,31.4,28.8,82.0,1.0,50.0,2024-08-26,30.1,303.25,2.599999999999998,14.645072,121.044282,Science Garden,42,wet,1,38.56565351817562,15.299999999999937,41.00000000000006,87.49999999999999,5.099999999999979,5.857142857142866,12.5,13.2,2.6,0.2,12.4,1,4,83.0,80.42857142857143,82.0,28.916666666666668,29.364285714285717,24.682000000000002,213.42055420643948,78.34095953187595,12.5,2.6026896854443837,0,0,0,0,1,1,1,0.1
2024,8,27,102.4,30.5,24.8,87.0,1.0,270.0,2024-08-27,27.65,300.79999999999995,5.699999999999999,14.645072,121.044282,Science Garden,42,wet,1,32.2137249764977,117.49999999999994,130.20000000000007,189.7,39.16666666666665,18.600000000000012,102.4,102.4,12.5,2.6,0.2,1,5,83.66666666666667,81.14285714285714,82.0,28.650000000000002,29.05,24.0555,403.5586317004666,128.25742720135517,102.4,4.638604962074329,1,1,2,2,2,2,1,1.0
2024,8,28,12.4,28.8,24.6,93.0,1.0,180.0,2024-08-28,26.700000000000003,299.84999999999997,4.199999999999999,14.645072,121.044282,Science Garden,42,wet,1,30.14966529407117,127.29999999999995,142.50000000000009,202.04999999999998,42.433333333333316,20.35714285714287,102.4,102.4,102.4,12.5,2.6,1,6,87.33333333333333,83.57142857142857,87.0,28.150000000000002,28.7,24.831000000000003,241.3586877469885,69.29330067574833,12.4,2.5952547069568657,1,0,0,2,2,2,1,0.6000000000000001
2024,8,29,3.1,32.2,26.1,84.0,1.0,120.0,2024-08-29,29.150000000000002,302.29999999999995,6.100000000000001,14.645072,121.044282,Science Garden,42,wet,1,36.09781051405615,117.89999999999995,145.60000000000008,205.15,39.29999999999998,20.80000000000001,102.4,102.4,12.4,102.4,12.5,1,7,88.0,84.28571428571429,93.0,27.833333333333332,28.58571428571429,24.486000000000004,118.52290579166201,41.13027028365414,3.1,1.410986973710262,0,0,0,2,2,2,1,0.6000000000000001
2024,8,30,2.4,33.5,25.3,79.0,1.0,210.0,2024-08-30,29.4,302.54999999999995,8.2,14.645072,121.044282,Science Garden,42,wet,1,35.63574340147563,17.89999999999994,135.60000000000008,207.5,5.966666666666647,19.371428571428584,12.4,102.4,3.1,12.4,102.4,1,8,85.33333333333333,84.57142857142857,84.0,28.416666666666668,28.521428571428572,23.226,96.67825909814714,35.978997689690196,2.4,1.2237754316221157,1,0,0,0,2,2,1,0.2
2024,8,31,0.05,33.7,26.4,75.0,1.0,210.0,2024-08-31,30.05,303.2,7.300000000000004,14.645072,121.044282,Science Garden,42,wet,1,36.436920979751136,5.549999999999943,135.45000000000007,207.55,1.849999999999981,19.350000000000012,3.1,102.4,2.4,3.1,12.4,0,0,79.33333333333333,83.14285714285714,79.0,29.53333333333333,28.75,22.5375,3.6592623127074,1.4661444332914317,0.05,0.048790164169432,1,0,0,0,0,0,0,0.0
2024,9,1,51.6,32.0,25.0,84.0,1.0,100.0,2024-09-01,28.5,301.65,7.0,14.645072,121.044282,Science Garden,42,wet,1,34.14756143061109,54.04999999999995,184.45000000000007,223.04999999999998,18.016666666666648,26.350000000000012,51.6,102.4,0.05,2.4,3.1,1,1,79.33333333333333,83.42857142857143,75.0,29.316666666666663,28.792857142857144,23.94,332.8681540584678,112.93740941269444,51.6,3.9627161197436642,0,0,2,1,0,2,1,0.6000000000000001
2024,9,2,71.4,26.0,24.4,93.0,1.0,280.0,2024-09-02,25.2,298.34999999999997,1.6000000000000014,14.645072,121.044282,Science Garden,42,wet,1,26.20388888888889,123.04999999999995,243.35000000000008,284.35,41.01666666666665,34.76428571428573,71.4,102.4,51.6,0.05,2.4,1,2,84.0,85.0,84.0,27.916666666666668,28.092857142857138,23.436,398.2451858434254,107.9115987446701,71.4,4.282206299391671,0,1,2,2,0,2,1,0.8
2024,9,3,56.0,28.8,25.3,94.0,1.0,180.0,2024-09-03,27.05,300.2,3.5,14.645072,121.044282,Science Garden,42,wet,1,31.321352739860572,178.99999999999994,196.9500000000001,327.15,59.66666666666665,28.1357142857143,71.4,71.4,71.4,51.6,0.05,1,3,90.33333333333333,86.0,93.0,26.916666666666668,28.00714285714286,25.427000000000003,380.04681917644774,109.36453679492459,56.0,4.04305126783455,1,1,2,2,1,2,1,0.9
2024,9,4,59.0,26.6,25.2,94.0,1.0,180.0,2024-09-04,25.9,299.04999999999995,1.4000000000000021,14.645072,121.044282,Science Garden,42,wet,1,27.90873538977547,186.39999999999995,243.5500000000001,386.04999999999995,62.13333333333332,34.79285714285716,71.4,71.4,56.0,71.4,51.6,1,4,93.66666666666667,86.14285714285714,94.0,26.05,27.892857142857142,24.346,384.86838884887743,106.0435241615524,59.0,4.0943445622221,1,1,2,2,1,2,1,0.9
2024,9,5,53.2,27.4,24.3,95.0,1.0,180.0,2024-09-05,25.85,299.0,3.099999999999998,14.645072,121.044282,Science Garden,42,wet,1,27.79724130780467,168.19999999999993,293.6500000000001,439.25,56.06666666666664,41.95000000000001,59.0,71.4,59.0,56.0,71.4,1,5,94.33333333333333,87.71428571428571,94.0,26.266666666666666,27.42142857142857,24.5575,379.3046863023321,103.21080148331878,53.2,3.9926809084456005,1,1,2,2,2,2,1,1.0
2024,9,6,0.7,30.0,24.6,90.0,1.0,120.0,2024-09-06,27.3,300.45,5.399999999999999,14.645072,121.044282,Science Garden,42,wet,1,31.605754207384425,112.89999999999995,291.9500000000001,427.55,37.63333333333332,41.70714285714287,59.0,71.4,53.2,59.0,56.0,1,6,93.0,89.28571428571429,95.0,26.349999999999998,27.121428571428574,24.57,47.756542595595334,14.486151253997251,0.7,0.5306282510621704,0,0,0,2,2,2,1,0.6000000000000001
2024,9,7,0.0,33.1,24.4,78.0,1.0,180.0,2024-09-07,28.75,301.9,8.700000000000003,14.645072,121.044282,Science Garden,42,wet,1,33.65755301840283,53.89999999999995,291.9000000000001,427.35,17.96666666666665,41.70000000000001,53.2,71.4,0.7,53.2,59.0,0,0,87.66666666666667,89.71428571428571,90.0,27.3,26.935714285714287,22.425,0.0,0.0,0.0,0.0,1,0,0,1,0,1,1,0.2
2024,9,8,0.0,33.0,26.5,71.0,1.0,20.0,2024-09-08,29.75,302.9,6.5,14.645072,121.044282,Science Garden,42,wet,1,34.66622988377771,0.6999999999999431,240.3000000000001,424.75,0.23333333333331438,34.32857142857144,0.7,71.4,0.0,0.7,53.2,0,0,79.66666666666667,87.85714285714286,78.0,28.599999999999998,27.114285714285717,21.1225,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0
2024,9,9,0.0,31.0,25.0,77.0,1.0,360.0,2024-09-09,28.0,301.15,6.0,14.645072,121.044282,Science Garden,42,wet,1,31.6466108724446,0.0,168.9000000000001,412.25,0.0,24.12857142857144,0.0,59.0,0.0,0.0,0.7,0,0,75.33333333333333,85.57142857142857,71.0,28.833333333333332,27.514285714285716,21.56,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0
