record_num,year,location,flood_depth_text,weather_disturbance,remarks,flood_depth_cm,flood_severity,date,month,day,month_name,barangay,flood,is_typhoon,is_itcz,is_sw_monsoon,is_ne_monsoon,is_easterlies,is_thunderstorm,is_lpa,precipitation,temperature,humidity,wind_speed,wind_direction,temp_max,temp_min,nearest_station,distance_to_nearest_km,latitude,longitude,temp_range,station_key,station_lat,station_lon,elevation,is_monsoon_season,precip_3day_sum,precip_7day_sum,precip_3day_avg,precip_7day_avg,precip_max_3day,precip_max_7day,precip_lag1,precip_lag2,rain_streak,humidity_3day_avg,humidity_lag1,temp_humidity_interaction,humidity_precip_interaction,temp_precip_interaction,monsoon_precip_interaction,saturation_risk,heat_index,barangay_clean,barangay_encoded
6.0,2023,Compound Phase 3 Aratiles St.,Subsided as,14.47297956,120.9979914,3556,3,2023-05-20,5,20,MAY,,1,0,0,0,0,0,0,0,30.51209043076093,28.266020606439174,80.67750690683368,1.972616242471242,248.56114410746676,31.770794666295185,24.761246546583163,naia,3.19974792175677,14.48,121.02,,,,,,,50.55,59.1,16.849999999999998,8.442857142857143,33.0,33.0,17.5,0.05,2,77.33333333333333,75.0,22.804320727047,278.3673540148921,97.52826613533357,,0,29.254757569650426,unknown,1
25.0,2023,Canaynay Ave.,Subsided as,14.47510689,121.0011236,4394,3,2023-05-31,5,31,,San Dionisio,1,0,0,0,0,0,0,0,30.801782320520207,28.149687855342563,83.24547878355233,6.809841696593387,263.13325097398155,32.96790349061284,23.331472220072293,naia,3.19974792175677,14.48,121.02,,,,,,,35.5,87.05,11.833333333333334,12.435714285714285,33.5,47.5,2.0,0.0,2,78.33333333333333,78.0,23.4333424312554,287.98959322526173,97.38447388784725,,0,29.193844142447347,san dionisio,0
39.0,2023,Bagong Ilog Roax BLVD cor.,Subsided as,14.53154406,120.997831,5928,3,2023-06-07,6,7,,,1,0,0,0,0,0,0,0,6.713157074632862,30.162225187467296,89.17249550673421,2.025855758234064,271.01040229210804,33.585391321658804,26.739059053275778,naia,3.19974792175677,14.48,121.02,,,,,,,15.5,25.0,5.166666666666667,3.5714285714285716,10.0,10.0,10.0,0.0,2,81.66666666666667,84.0,26.896408900025325,182.17295059661765,61.6192417598718,,0,31.562396200000972,unknown,1
50.0,2023,BRIDGE,Subsided as,14.4697662,121.0071013,5676,3,2023-07-12,7,12,,,1,0,0,0,0,0,0,0,82.10728312235948,28.95418396359405,89.95189744720946,1.972616242471242,257.51163378515724,32.26206584273933,25.64630208444877,naia,3.19974792175677,14.48,121.02,,,,,,,90.0,90.1,30.0,12.87142857142857,86.0,86.0,4.0,0.0,2,75.66666666666667,71.0,26.04483786560849,397.59929103077144,127.98132494154144,,1,30.253901904408362,unknown,1
,2023,,,,,0,0,2023-06-21,6,21,,,0,0,0,0,0,0,0,0,0.5,31.049999999999997,72.0,2.0,260.0,34.4,27.7,,,,,6.699999999999999,naia,14.5047,121.004751,21.0,1.0,19.0,42.0,6.333333333333333,6.0,18.5,19.5,0.0,18.5,1,75.33333333333333,77.0,22.355999999999998,29.193487783787837,12.589691606758503,0.5,0,32.09055555555555,unknown,1
,2023,,,,,0,0,2023-07-15,7,15,,,0,0,0,0,0,0,0,0,28.5,27.6,75.0,3.0,230.0,31.2,24.0,,,,,7.199999999999999,naia,14.5047,121.004751,21.0,1.0,98.5,188.54999999999998,32.833333333333336,26.935714285714283,37.5,86.0,37.5,32.5,5,84.33333333333333,87.0,20.7,253.82926975093307,93.40917126834337,28.5,0,28.373888888888892,unknown,1
,2023,,,,,0,0,2023-01-20,1,20,,,0,0,0,0,0,0,0,0,0.0,27.45,71.0,3.0,110.0,30.2,24.7,,,,,5.5,naia,14.5047,121.004751,21.0,0.0,5.5,16.050000000000004,1.8333333333333333,2.2928571428571436,5.5,10.5,0.0,5.5,0,71.0,68.0,19.4895,0.0,0.0,0.0,0,28.10444444444444,unknown,1
,2023,,,,,0,0,2023-02-12,2,12,,,0,0,0,0,0,0,0,0,0.0,28.3,66.0,3.0,100.0,33.5,23.1,,,,,10.399999999999999,naia,14.5047,121.004751,21.0,0.0,0.0,9.000000000000004,0.0,1.2857142857142863,0.0,8.0,0.0,0.0,0,67.33333333333333,71.0,18.678,0.0,0.0,0.0,0,28.90888888888889,unknown,1
