record_num,year,date,month,day,month_name,latitude,flood_depth_cm,flood_severity,flood_depth_text,location,barangay,weather_disturbance,flood,is_typhoon,is_itcz,is_sw_monsoon,is_ne_monsoon,is_easterlies,is_thunderstorm,is_lpa,precipitation,temperature,humidity,wind_speed,wind_direction,temp_max,temp_min,nearest_station,distance_to_nearest_km,longitude,temp_range,station_key,station_lat,station_lon,elevation,is_monsoon_season,precip_3day_sum,precip_7day_sum,precip_3day_avg,precip_7day_avg,precip_max_3day,precip_max_7day,precip_lag1,precip_lag2,rain_streak,humidity_3day_avg,humidity_lag1,temp_humidity_interaction,humidity_precip_interaction,temp_precip_interaction,monsoon_precip_interaction,saturation_risk,heat_index,barangay_clean,barangay_encoded
37.0,2024,2024-07-01,7.0,1.0,July,14.494926308418071,20,1,Gutter Level,Help Village,,,1,0,0,0,0,0,0,0,0.03470836561264594,31.000829815382083,75.20246546607376,1.9710763619894618,117.23090950263457,33.77686108959156,28.2247985411726,naia,3.19974792175677,121.02,,,,,,,12.5,19.050000000000015,4.166666666666667,2.7214285714285738,12.5,12.5,12.5,0.0,0,76.0,81.0,23.31338833610901,2.5658791429672236,1.0577363673515512,,0,32.120088284089995,unknown,18
38.0,2024,2024-07-01,7.0,1.0,July,14.499402125420744,20,1,Gutter Level,,,,1,0,0,0,0,0,0,0,0.03470836561264594,31.000829815382083,75.20246546607376,1.9710763619894618,117.23090950263457,33.77686108959156,28.2247985411726,naia,3.19974792175677,121.02,,,,,,,12.5,19.050000000000015,4.166666666666667,2.7214285714285738,12.5,12.5,12.5,0.0,0,76.0,81.0,23.31338833610901,2.5658791429672236,1.0577363673515512,,0,32.120088284089995,unknown,18
39.0,2024,2024-07-01,7.0,1.0,July,14.500720311864196,20,1,Gutter Level,,La Huerta,,1,0,0,0,0,0,0,0,0.03470836561264594,31.000829815382083,75.20246546607376,1.9710763619894618,117.23090950263457,33.77686108959156,28.2247985411726,naia,3.19974792175677,121.02,,,,,,,12.5,19.050000000000015,4.166666666666667,2.7214285714285738,12.5,12.5,12.5,0.0,0,76.0,81.0,23.31338833610901,2.5658791429672236,1.0577363673515512,,0,32.120088284089995,la huerta,5
40.0,2024,2024-07-01,7.0,1.0,July,14.481908898868673,48,2,Knee Level,,,,1,0,0,0,0,0,0,0,0.03470836561264594,31.000829815382083,75.20246546607376,1.9710763619894618,117.23090950263457,33.77686108959156,28.2247985411726,naia,3.19974792175677,121.02,,,,,,,12.5,19.050000000000015,4.166666666666667,2.7214285714285738,12.5,12.5,12.5,0.0,0,76.0,81.0,23.31338833610901,2.5658791429672236,1.0577363673515512,,0,32.120088284089995,unknown,18
41.0,2024,2024-07-01,7.0,1.0,July,14.4786703879674,48,2,Knee Level,,San Dionisio,,1,0,0,0,0,0,0,0,0.03470836561264594,31.000829815382083,75.20246546607376,1.9710763619894618,117.23090950263457,33.77686108959156,28.2247985411726,naia,3.19974792175677,121.02,,,,,,,12.5,19.050000000000015,4.166666666666667,2.7214285714285738,12.5,12.5,12.5,0.0,0,76.0,81.0,23.31338833610901,2.5658791429672236,1.0577363673515512,,0,32.120088284089995,san dionisio,11
42.0,2024,2024-07-01,7.0,1.0,July,14.488876170973864,94,3,Waist Level,Diamond St.,Coastal,,1,0,0,0,0,0,0,0,0.03470836561264594,31.000829815382083,75.20246546607376,1.9710763619894618,117.23090950263457,33.77686108959156,28.2247985411726,naia,3.19974792175677,121.02,,,,,,,12.5,19.050000000000015,4.166666666666667,2.7214285714285738,12.5,12.5,12.5,0.0,0,76.0,81.0,23.31338833610901,2.5658791429672236,1.0577363673515512,,0,32.120088284089995,coastal,2
44.0,2024,2024-07-01,7.0,1.0,July,14.474902622808647,48,2,Knee Level,,Sucat,,1,0,0,0,0,0,0,0,0.03470836561264594,31.000829815382083,75.20246546607376,1.9710763619894618,117.23090950263457,33.77686108959156,28.2247985411726,naia,3.19974792175677,121.02,,,,,,,12.5,19.050000000000015,4.166666666666667,2.7214285714285738,12.5,12.5,12.5,0.0,0,76.0,81.0,23.31338833610901,2.5658791429672236,1.0577363673515512,,0,32.120088284089995,sucat,15
45.0,2024,2024-07-01,7.0,1.0,July,14.484232354038618,48,2,Knee Level,,,,1,0,0,0,0,0,0,0,0.03470836561264594,31.000829815382083,75.20246546607376,1.9710763619894618,117.23090950263457,33.77686108959156,28.2247985411726,naia,3.19974792175677,121.02,,,,,,,12.5,19.050000000000015,4.166666666666667,2.7214285714285738,12.5,12.5,12.5,0.0,0,76.0,81.0,23.31338833610901,2.5658791429672236,1.0577363673515512,,0,32.120088284089995,unknown,18
46.0,2024,2024-07-01,7.0,1.0,July,14.481804221216493,94,3,Waist Level,,,,1,0,0,0,0,0,0,0,0.03470836561264594,31.000829815382083,75.20246546607376,1.9710763619894618,117.23090950263457,33.77686108959156,28.2247985411726,naia,3.19974792175677,121.02,,,,,,,12.5,19.050000000000015,4.166666666666667,2.7214285714285738,12.5,12.5,12.5,0.0,0,76.0,81.0,23.31338833610901,2.5658791429672236,1.0577363673515512,,0,32.120088284089995,unknown,18
47.0,2024,2024-07-01,7.0,1.0,July,14.469333797321422,48,2,Knee Level,,,,1,0,0,0,0,0,0,0,0.03470836561264594,31.000829815382083,75.20246546607376,1.9710763619894618,117.23090950263457,33.77686108959156,28.2247985411726,naia,3.19974792175677,121.02,,,,,,,12.5,19.050000000000015,4.166666666666667,2.7214285714285738,12.5,12.5,12.5,0.0,0,76.0,81.0,23.31338833610901,2.5658791429672236,1.0577363673515512,,0,32.120088284089995,unknown,18
48.0,2024,2024-07-01,7.0,1.0,July,14.4713932432849,94,3,Waist Level,,,,1,0,0,0,0,0,0,0,0.03470836561264594,31.000829815382083,75.20246546607376,1.9710763619894618,117.23090950263457,33.77686108959156,28.2247985411726,naia,3.19974792175677,121.02,,,,,,,12.5,19.050000000000015,4.166666666666667,2.7214285714285738,12.5,12.5,12.5,0.0,0,76.0,81.0,23.31338833610901,2.5658791429672236,1.0577363673515512,,0,32.120088284089995,unknown,18
49.0,2024,2024-07-01,7.0,1.0,July,14.475258475186681,94,3,Waist Level,,,,1,0,0,0,0,0,0,0,0.03470836561264594,31.000829815382083,75.20246546607376,1.9710763619894618,117.23090950263457,33.77686108959156,28.2247985411726,naia,3.19974792175677,121.02,,,,,,,12.5,19.050000000000015,4.166666666666667,2.7214285714285738,12.5,12.5,12.5,0.0,0,76.0,81.0,23.31338833610901,2.5658791429672236,1.0577363673515512,,0,32.120088284089995,unknown,18
50.0,2024,2024-07-01,7.0,1.0,July,14.490414525087248,94,3,Waist Level,,,,1,0,0,0,0,0,0,0,0.03470836561264594,31.000829815382083,75.20246546607376,1.9710763619894618,117.23090950263457,33.77686108959156,28.2247985411726,naia,3.19974792175677,121.02,,,,,,,12.5,19.050000000000015,4.166666666666667,2.7214285714285738,12.5,12.5,12.5,0.0,0,76.0,81.0,23.31338833610901,2.5658791429672236,1.0577363673515512,,0,32.120088284089995,unknown,18
51.0,2024,2024-07-01,7.0,1.0,July,14.476985120731806,94,3,Waist Level,,,,1,0,0,0,0,0,0,0,0.03470836561264594,31.000829815382083,75.20246546607376,1.9710763619894618,117.23090950263457,33.77686108959156,28.2247985411726,naia,3.19974792175677,121.02,,,,,,,12.5,19.050000000000015,4.166666666666667,2.7214285714285738,12.5,12.5,12.5,0.0,0,76.0,81.0,23.31338833610901,2.5658791429672236,1.0577363673515512,,0,32.120088284089995,unknown,18
52.0,2024,2024-07-01,7.0,1.0,July,14.488655258905634,94,3,Waist Level,,,,1,0,0,0,0,0,0,0,0.03470836561264594,31.000829815382083,75.20246546607376,1.9710763619894618,117.23090950263457,33.77686108959156,28.2247985411726,naia,3.19974792175677,121.02,,,,,,,12.5,19.050000000000015,4.166666666666667,2.7214285714285738,12.5,12.5,12.5,0.0,0,76.0,81.0,23.31338833610901,2.5658791429672236,1.0577363673515512,,0,32.120088284089995,unknown,18
53.0,2024,2024-07-01,7.0,1.0,July,14.47862740173645,48,2,Knee Level,,,,1,0,0,0,0,0,0,0,0.03470836561264594,31.000829815382083,75.20246546607376,1.9710763619894618,117.23090950263457,33.77686108959156,28.2247985411726,naia,3.19974792175677,121.02,,,,,,,12.5,19.050000000000015,4.166666666666667,2.7214285714285738,12.5,12.5,12.5,0.0,0,76.0,81.0,23.31338833610901,2.5658791429672236,1.0577363673515512,,0,32.120088284089995,unknown,18
54.0,2024,2024-07-01,7.0,1.0,July,14.479026065340584,94,3,Waist Level,,,,1,0,0,0,0,0,0,0,0.03470836561264594,31.000829815382083,75.20246546607376,1.9710763619894618,117.23090950263457,33.77686108959156,28.2247985411726,naia,3.19974792175677,121.02,,,,,,,12.5,19.050000000000015,4.166666666666667,2.7214285714285738,12.5,12.5,12.5,0.0,0,76.0,81.0,23.31338833610901,2.5658791429672236,1.0577363673515512,,0,32.120088284089995,unknown,18
55.0,2024,2024-07-01,7.0,1.0,July,14.47400350965944,20,1,Gutter Level,,,,1,0,0,0,0,0,0,0,0.03470836561264594,31.000829815382083,75.20246546607376,1.9710763619894618,117.23090950263457,33.77686108959156,28.2247985411726,naia,3.19974792175677,121.02,,,,,,,12.5,19.050000000000015,4.166666666666667,2.7214285714285738,12.5,12.5,12.5,0.0,0,76.0,81.0,23.31338833610901,2.5658791429672236,1.0577363673515512,,0,32.120088284089995,unknown,18
