record_num,date,month,day,year,barangay,location,latitude,longitude,flood_depth,weather_disturbance,remarks,time_reported,time_subsided
48,2022-09-10,9.0,10.0,2022,MERVILLE,EDISON FOURTH ESTATE,14.49794153,121.0332297,knee,Localized Thunderstorms,TYPE OF VEHICLE KNEE,,
49,2022-09-10,9.0,10.0,2022,ANTONIO,ELEMTARY SCHOOL FOURTH,14.46120376,121.0309414,gutter,Localized Thunderstorms,PASSABLE TO ANY TYPE OF VEHICLE GUTTER,,
50,2022-09-10,9.0,10.0,2022,ANTONIO,ESTATE BRIDGE SOUTHBOUND FOURTH,14.4610362,121.0272668,knee,Localized Thunderstorms,LEVEL SUBSIDED KNEE,,
51,2022-09-10,9.0,10.0,2022,ANTONIO,ESTATE BRIDGE NORTHBOUND LUPANG,14.46109681,121.0273484,knee,Localized Thunderstorms,PASSABLE TO ANY LEVEL TYPE OF VEHICLE KNEE,,
52,2022-09-10,9.0,10.0,2022,ANTONIO,HINIRANG AREA2 MA. SUSAFE ST,14.46223953,121.0317587,knee,Localized Thunderstorms,PASSABLE TO ANY LEVEL TYPE OF VEHICLE PASSABLE TO ANY,,
53,2022-09-10,9.0,10.0,2022,ANTONIO,VALLEY 1 PASCUAL,14.47293107,121.0203284,knee,Localized Thunderstorms,TYPE OF VEHICLE PASSABLE TO ANY,,
54,2022-09-10,9.0,10.0,2022,ANTONIO,COMPOUND BARANGAY,,,knee,Localized Thunderstorms,TYPE OF VEHICLE PASSABLE TO ANY,,
55,2022-09-10,9.0,10.0,2022,ANTONIO,VILLAGE,14.46621612,121.0256832,knee,Localized Thunderstorms,TYPE OF VEHICLE PASSABLE TO ANY,,
56,2022-09-10,9.0,10.0,2022,ANTONIO,VALLEY 3,14.47391824,121.0247116,knee,Localized Thunderstorms,TYPE OF VEHICLE NOT PASSABLE TO,,
57,2022-09-10,9.0,10.0,2022,STO NIÑO,SITIO LIBJO HALIK ALON ST.,14.49993154,121.0092085,waist,Localized Thunderstorms,LIGHT VEHICLE NOT PASSABLE TO WAIST,,
58,2022-09-10,9.0,10.0,2022,STO NIÑO,KAINGIN ROAD AREA 1 KENKO,14.49840891,121.0058436,knee,Localized Thunderstorms,ALL TYPES OF LEVEL VEHICLES NOT PASSABLE TO,,
59,2022-10-19,10.0,19.0,2022,MOONWALK,EXTENSION Fourth Estate,14.50275701,121.0125066,knee,Localized Thunderstorms,LIGHT VEHICLE Knee,,
60,2022-10-19,10.0,19.0,2022,ANTONIO,"Main Road Sunrise, Infornt of",14.46109681,121.0273484,knee,Thunderstorms/Southwesterly,NOT PASSABLE TO Level LIGHT VEHICLE Knee,,
61,2022-10-19,10.0,19.0,2022,ANTONIO,Brgy Hall Area 2 Lupang Hinirang,14.4628343,121.0340127,knee,Thunderstorms/Southwesterly,NOT PASSABLE TO Level LIGHT VEHICLE Knee,,
62,2022-10-19,10.0,19.0,2022,ANTONIO,Compound Fourth Estate Lower Barangay,14.46349674,121.0317287,knee,Thunderstorms/Southwesterly,NOT PASSABLE TO LIGHT VEHICLE Knee,,
63,2022-10-19,10.0,19.0,2022,ANTONIO,San Antonio Evacom,14.4695062,121.0240106,gutter,Thunderstorms/Southwesterly,NOT PASSABLE TO Level LIGHT VEHICLE Gutter,,
64,2022-10-19,10.0,19.0,2022,DIONISIO,Intersection,14.47513822,121.0011419,gutter,Thunderstorms/Southwesterly,PASSABLE TO ANY Level TYPE OF VEHICLE Gutter,,
65,2022-10-19,10.0,19.0,2022,DIONISIO,PNHS Footbridge Infront of PERU,14.47868124,120.9983019,gutter,Thunderstorms/Southwesterly,PASSABLE TO ANY Level TYPE OF VEHICLE Gutter,,
66,2022-10-19,10.0,19.0,2022,SAN ISIDRO,Base GREENHEIGHTS,14.46917885,121.0112578,knee,Thunderstorms/Southwesterly,Level SUBSIDED Knee,,
67,2022-10-19,10.0,19.0,2022,SAN ISIDRO,ENTRANCE,14.46784745,121.0142414,knee,Thunderstorms/Southwesterly,Level SUBSIDED Knee,,
68,2022-10-29,10.0,29.0,2022,SAN ISIDRO,SAV 12 CANAYNAY,14.46833371,121.0020815,gutter,Thunderstorms/Southwesterly,NOT PASSABLE TO Level LIGHT VEHICLE PASSABLE TO ANY,,
69,2022-10-29,10.0,29.0,2022,DIONISIO,AVE. IN FRONT OF SAN ANTONIO,14.47513822,121.0011419,gutter,,TYPE OF VEHICLE Gutter,,
70,2022-10-29,10.0,29.0,2022,DIONISIO,DE PADUA TRAMO 1 DIAMOND ST.,14.48719596,120.9873111,gutter,,PASSABLE TO ANY TYPE OF VEHICLE Gutter,,
71,2022-10-29,10.0,29.0,2022,DIONISIO,BERNABE PHASE 3 PNHS MAIN SAN,14.47279777,120.9980289,gutter,,PASSABLE TO ANY Level TYPE OF VEHICLE Gutter,,
72,2022-10-29,10.0,29.0,2022,DIONISIO,"DIONISIO (NORTHBOUND) PASCOR DRIVE,",14.47868124,120.9983019,gutter,,PASSABLE TO ANY Level TYPE OF VEHICLE PASSABLE TO ANY,,
73,2022-10-29,10.0,29.0,2022,STO NIÑO,"SITIO LIBJO SAVTODA TERMINAL, SAN",,,gutter,,TYPE OF VEHICLE Gutter,,
74,2022-10-29,10.0,29.0,2022,ANTONIO,VICENTE FERRER ST. VALLEY 1 SAN VICENTE,14.46565005,121.0206849,gutter,,Level PASSABLE TO ANY TYPE OF VEHICLE Gutter,,
75,2022-10-29,10.0,29.0,2022,ANTONIO,ST. COR SAN ANTONIO AVE. NUESTRA SEÑORA DE LA,14.46521569,121.0199061,gutter,,PASSABLE TO ANY Level TYPE OF VEHICLE Gutter,,
76,2022-10-29,10.0,29.0,2022,ANTONIO,PAZ ST VALLEY 1 BANNER AVE. COR FAME ST,14.4658054,121.0188268,14.4658054 level below,,PASSABLE TO ANY TYPE OF VEHICLE Below,,
77,2022-10-29,10.0,29.0,2022,ANTONIO,"AREA 2 FOURTH ESTATE LOWER BRGY,",14.46218759,121.031898,knee,,Knee NOT PASSABLE TO Level LIGHT VEHICLE Below,,
78,2022-10-29,10.0,29.0,2022,ANTONIO,"VALLEY 1 CREEKDRIVE 2,",14.46953007,121.0240237,knee,,NOT PASSABLE TO LIGHT VEHICLE NOT PASSABLE TO,,
79,2022-10-29,10.0,29.0,2022,ANTONIO,VALLEY 8 SCHOLASTIC,14.47154581,121.0299704,gutter,,LIGHT VEHICLE PASSABLE TO ANY,,
80,2022-10-29,10.0,29.0,2022,ANTONIO,ST. VALLEY 1 GAWAD,14.47177702,121.0238514,knee,,TYPE OF VEHICLE NOT PASSABLE TO,,
81,2022-10-29,10.0,29.0,2022,MOONWALK,KALINGA AYA,,,gutter,,LIGHT VEHICLE PASSABLE TO ANY,,
82,2022-10-29,10.0,29.0,2022,MOONWALK,GALATIA,14.49452415,121.0044093,waist,,TYPE OF VEHICLE NOT PASSABLE TO,,
83,2022-10-29,10.0,29.0,2022,MOONWALK,HAISE 2,,,waist,,LIGHT VEHICLE NOT PASSABLE TO,,
84,2022-10-29,10.0,29.0,2022,MERVILLE,SITIO WELLA,14.50724103,121.0344902,knee,,LIGHT VEHICLE NOT PASSABLE TO,,
85,2022-10-30,10.0,30.0,2022,MERVILLE,SITIO TUYUAN EVACOM,14.4953319,121.0253154,waist,,LIGHT VEHICLE NOT PASSABLE TO Waist,,
87,2022-10-30,10.0,30.0,2022,DIONISIO,SM SUCAT SITIO,14.48380721,120.9947401,gutter,,PASSABLE TO ANY,,
88,2022-10-30,10.0,30.0,2022,DIONISIO,KALAYAAN GATCHALIAN,,,waist,,TYPE OF VEHICLE NOT PASSABLE TO Waist,,
89,2022-10-30,10.0,30.0,2022,DIONISIO,PHASE 2C STO NIÑO ST. BARIO MAGANDA,14.47612495,120.9946395,waist,,ALL TYPES OF Level VEHICLES NOT PASSABLE TO,,
90,2022-10-30,10.0,30.0,2022,DIONISIO,PHASE 3 GREENHILLS DIAMOND ST,14.47785306,120.9928442,chest,,ALL TYPES OF VEHICLES NOT PASSABLE TO Chest,,
91,2022-10-30,10.0,30.0,2022,DIONISIO,BERNABE PHASE 3 PNHS MAIN SAN,14.47281565,120.9980247,waist,,ALL TYPES OF Level VEHICLES NOT PASSABLE TO Waist,,
92,2022-10-30,10.0,30.0,2022,DIONISIO,DIONISIO (NORTHBOUND),14.47866393,120.9983473,14.47866393 level above,,ALL TYPES OF Level VEHICLES NOT PASSABLE TO,,
93,2022-10-30,10.0,30.0,2022,DIONISIO,KAYTALISE REDEMPTORIST,14.47973091,121.0001216,chest,,ALL TYPES OF VEHICLES Half-,,
94,2022-10-30,10.0,30.0,2022,BACLARAN,ROAD BAGONG SIKAT,14.53223104,120.9958087,gutter,,NOT PASSABLE TO LIGHT VEHICLE Gutter,,
95,2022-10-30,10.0,30.0,2022,BACLARAN,TABING ILOG AREA 4 BAGONG ILOG,,,gutter,,PASSABLE TO ANY Level TYPE OF VEHICLE PASSABLE TO ANY,,
96,2022-10-30,10.0,30.0,2022,BACLARAN,STREET BAGONG,14.53147133,120.9969827,gutter,,TYPE OF VEHICLE PASSABLE TO ANY,,
97,2022-10-30,10.0,30.0,2022,BACLARAN,SILANG STREET,,,gutter,,TYPE OF VEHICLE PASSABLE TO ANY,,
98,2022-10-30,10.0,30.0,2022,BACLARAN,SITIO MALIGAYA,14.52717665,120.9980516,knee,,TYPE OF VEHICLE NOT PASSABLE TO,,
99,2022-10-30,10.0,30.0,2022,BACLARAN,SANTIAGO ST,14.5286804,120.9972023,waist,,LIGHT VEHICLE NOT PASSABLE TO Waist,,
100,2022-10-30,10.0,30.0,2022,VITALEZ,URMA DRIVE,14.50995207,121.0056774,knee,,ALL TYPES OF Level VEHICLES Not passable to light,,
101,2022-10-30,10.0,30.0,2022,SAN ISIDRO,TOP LAND VALLEY 2 SAN,14.47124782,120.9990647,14.47124782 level,,vehicles,,
102,2022-10-30,10.0,30.0,2022,SAN ISIDRO,FELIPE VERAVILLE,14.46953429,121.0069681,N/A above,,N/A - Above,,
103,2022-10-30,10.0,30.0,2022,SAN ISIDRO,PHASE 2 CLARMEN,14.47055526,121.005368,gutter,,Chest - Passable to any type of,,
104,2022-10-30,10.0,30.0,2022,SAN ISIDRO,VILLAGE SILVERIO,14.47467159,121.0046156,14.47467159 level above,,vehicle Above,,
105,2022-10-30,10.0,30.0,2022,SAN ISIDRO,COMPOUND PUROK 3,14.47013279,121.0115039,knee,,Chest - Knee,,
106,2022-10-30,10.0,30.0,2022,STO NIÑO,SITIO LIBJO,14.49988816,121.0097893,waist,,- Waist,,
107,2022-10-30,10.0,30.0,2022,STO NIÑO,HALIK ALON,14.49826925,121.0052936,knee,,- Knee,,
108,2022-10-30,10.0,30.0,2022,LA HUERTA,P. Gomez St.,14.50040674,120.9927893,14.50040674 level above,,- Above,,
86,,,,2022,DIONISIO,Intersection,14.47524909,121.0009667,14.47524909 level,,ALL TYPES OF Level VEHICLES,,
109,,,,2022,LA HUERTA,C5 Bahay Rotary,14.49540317,120.9986998,knee,,Knee -,,
